field_id	title	notes
131204	Date H50 first reported (other strabismus)	Date of the first occurrence of any code mapped to 3-character ICD10 H50. The code corresponds to "other strabismus". Note that events which were apparently before birth were omitted when constructing this data field.
131205	Source of report of H50 (other strabismus)	Source of the first code mapped to 3-character ICD10 H50, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "other strabismus".<p>See ~R593~ for details of how the first source was assigned.
131206	Date H51 first reported (other disorders of binocular movement)	Date of the first occurrence of any code mapped to 3-character ICD10 H51. The code corresponds to "other disorders of binocular movement". Note that events which were apparently before birth were omitted when constructing this data field.
131207	Source of report of H51 (other disorders of binocular movement)	Source of the first code mapped to 3-character ICD10 H51, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "other disorders of binocular movement".<p>See ~R593~ for details of how the first source was assigned.
131208	Date H52 first reported (disorders of refraction and accommodation)	Date of the first occurrence of any code mapped to 3-character ICD10 H52. The code corresponds to "disorders of refraction and accommodation". Note that events which were apparently before birth were omitted when constructing this data field.
131209	Source of report of H52 (disorders of refraction and accommodation)	Source of the first code mapped to 3-character ICD10 H52, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "disorders of refraction and accommodation".<p>See ~R593~ for details of how the first source was assigned.
131210	Date H53 first reported (visual disturbances)	Date of the first occurrence of any code mapped to 3-character ICD10 H53. The code corresponds to "visual disturbances". Note that events which were apparently before birth were omitted when constructing this data field.
131211	Source of report of H53 (visual disturbances)	Source of the first code mapped to 3-character ICD10 H53, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "visual disturbances".<p>See ~R593~ for details of how the first source was assigned.
131212	Date H54 first reported (blindness and low vision)	Date of the first occurrence of any code mapped to 3-character ICD10 H54. The code corresponds to "blindness and low vision". Note that events which were apparently before birth were omitted when constructing this data field.
131213	Source of report of H54 (blindness and low vision)	Source of the first code mapped to 3-character ICD10 H54, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "blindness and low vision".<p>See ~R593~ for details of how the first source was assigned.
131214	Date H55 first reported (nystagmus and other irregular eye movements)	Date of the first occurrence of any code mapped to 3-character ICD10 H55. The code corresponds to "nystagmus and other irregular eye movements". Note that events which were apparently before birth were omitted when constructing this data field.
131215	Source of report of H55 (nystagmus and other irregular eye movements)	Source of the first code mapped to 3-character ICD10 H55, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "nystagmus and other irregular eye movements".<p>See ~R593~ for details of how the first source was assigned.
131216	Date H57 first reported (other disorders of eye and adnexa)	Date of the first occurrence of any code mapped to 3-character ICD10 H57. The code corresponds to "other disorders of eye and adnexa". Note that events which were apparently before birth were omitted when constructing this data field.
131217	Source of report of H57 (other disorders of eye and adnexa)	Source of the first code mapped to 3-character ICD10 H57, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "other disorders of eye and adnexa".<p>See ~R593~ for details of how the first source was assigned.
131218	Date H58 first reported (other disorders of eye and adnexa in diseases classified elsewhere)	Date of the first occurrence of any code mapped to 3-character ICD10 H58. The code corresponds to "other disorders of eye and adnexa in diseases classified elsewhere". Note that events which were apparently before birth were omitted when constructing this data field.
131219	Source of report of H58 (other disorders of eye and adnexa in diseases classified elsewhere)	Source of the first code mapped to 3-character ICD10 H58, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "other disorders of eye and adnexa in diseases classified elsewhere".<p>See ~R593~ for details of how the first source was assigned.
131220	Date H59 first reported (postprocedural disorders of eye and adnexa, not elsewhere classified)	Date of the first occurrence of any code mapped to 3-character ICD10 H59. The code corresponds to "postprocedural disorders of eye and adnexa, not elsewhere classified". Note that events which were apparently before birth were omitted when constructing this data field.
131221	Source of report of H59 (postprocedural disorders of eye and adnexa, not elsewhere classified)	Source of the first code mapped to 3-character ICD10 H59, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "postprocedural disorders of eye and adnexa, not elsewhere classified".<p>See ~R593~ for details of how the first source was assigned.
131222	Date H60 first reported (otitis externa)	Date of the first occurrence of any code mapped to 3-character ICD10 H60. The code corresponds to "otitis externa". Note that events which were apparently before birth were omitted when constructing this data field.
131223	Source of report of H60 (otitis externa)	Source of the first code mapped to 3-character ICD10 H60, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "otitis externa".<p>See ~R593~ for details of how the first source was assigned.
131224	Date H61 first reported (other disorders of external ear)	Date of the first occurrence of any code mapped to 3-character ICD10 H61. The code corresponds to "other disorders of external ear". Note that events which were apparently before birth were omitted when constructing this data field.
131225	Source of report of H61 (other disorders of external ear)	Source of the first code mapped to 3-character ICD10 H61, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "other disorders of external ear".<p>See ~R593~ for details of how the first source was assigned.
131226	Date H62 first reported (disorders of external ear in diseases classified elsewhere)	Date of the first occurrence of any code mapped to 3-character ICD10 H62. The code corresponds to "disorders of external ear in diseases classified elsewhere". Note that events which were apparently before birth were omitted when constructing this data field.
131227	Source of report of H62 (disorders of external ear in diseases classified elsewhere)	Source of the first code mapped to 3-character ICD10 H62, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "disorders of external ear in diseases classified elsewhere".<p>See ~R593~ for details of how the first source was assigned.
131228	Date H65 first reported (nonsuppurative otitis media)	Date of the first occurrence of any code mapped to 3-character ICD10 H65. The code corresponds to "nonsuppurative otitis media". Note that events which were apparently before birth were omitted when constructing this data field.
131229	Source of report of H65 (nonsuppurative otitis media)	Source of the first code mapped to 3-character ICD10 H65, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "nonsuppurative otitis media".<p>See ~R593~ for details of how the first source was assigned.
131230	Date H66 first reported (suppurative and unspecified otitis media)	Date of the first occurrence of any code mapped to 3-character ICD10 H66. The code corresponds to "suppurative and unspecified otitis media". Note that events which were apparently before birth were omitted when constructing this data field.
131231	Source of report of H66 (suppurative and unspecified otitis media)	Source of the first code mapped to 3-character ICD10 H66, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "suppurative and unspecified otitis media".<p>See ~R593~ for details of how the first source was assigned.
131232	Date H67 first reported (otitis media in diseases classified elsewhere)	Date of the first occurrence of any code mapped to 3-character ICD10 H67. The code corresponds to "otitis media in diseases classified elsewhere". Note that events which were apparently before birth were omitted when constructing this data field.
131233	Source of report of H67 (otitis media in diseases classified elsewhere)	Source of the first code mapped to 3-character ICD10 H67, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "otitis media in diseases classified elsewhere".<p>See ~R593~ for details of how the first source was assigned.
131234	Date H68 first reported (eustachian salpingitis and obstruction)	Date of the first occurrence of any code mapped to 3-character ICD10 H68. The code corresponds to "eustachian salpingitis and obstruction". Note that events which were apparently before birth were omitted when constructing this data field.
131235	Source of report of H68 (eustachian salpingitis and obstruction)	Source of the first code mapped to 3-character ICD10 H68, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "eustachian salpingitis and obstruction".<p>See ~R593~ for details of how the first source was assigned.
131236	Date H69 first reported (other disorders of eustachian tube)	Date of the first occurrence of any code mapped to 3-character ICD10 H69. The code corresponds to "other disorders of eustachian tube". Note that events which were apparently before birth were omitted when constructing this data field.
131237	Source of report of H69 (other disorders of eustachian tube)	Source of the first code mapped to 3-character ICD10 H69, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "other disorders of eustachian tube".<p>See ~R593~ for details of how the first source was assigned.
131238	Date H70 first reported (mastoiditis and related conditions)	Date of the first occurrence of any code mapped to 3-character ICD10 H70. The code corresponds to "mastoiditis and related conditions". Note that events which were apparently before birth were omitted when constructing this data field.
131239	Source of report of H70 (mastoiditis and related conditions)	Source of the first code mapped to 3-character ICD10 H70, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "mastoiditis and related conditions".<p>See ~R593~ for details of how the first source was assigned.
131240	Date H71 first reported (cholesteatoma of middle ear)	Date of the first occurrence of any code mapped to 3-character ICD10 H71. The code corresponds to "cholesteatoma of middle ear". Note that events which were apparently before birth were omitted when constructing this data field.
131241	Source of report of H71 (cholesteatoma of middle ear)	Source of the first code mapped to 3-character ICD10 H71, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "cholesteatoma of middle ear".<p>See ~R593~ for details of how the first source was assigned.
131242	Date H72 first reported (perforation of tympanic membrane)	Date of the first occurrence of any code mapped to 3-character ICD10 H72. The code corresponds to "perforation of tympanic membrane". Note that events which were apparently before birth were omitted when constructing this data field.
131243	Source of report of H72 (perforation of tympanic membrane)	Source of the first code mapped to 3-character ICD10 H72, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "perforation of tympanic membrane".<p>See ~R593~ for details of how the first source was assigned.
131244	Date H73 first reported (other disorders of tympanic membrane)	Date of the first occurrence of any code mapped to 3-character ICD10 H73. The code corresponds to "other disorders of tympanic membrane". Note that events which were apparently before birth were omitted when constructing this data field.
131245	Source of report of H73 (other disorders of tympanic membrane)	Source of the first code mapped to 3-character ICD10 H73, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "other disorders of tympanic membrane".<p>See ~R593~ for details of how the first source was assigned.
131246	Date H74 first reported (other disorders of middle ear and mastoid)	Date of the first occurrence of any code mapped to 3-character ICD10 H74. The code corresponds to "other disorders of middle ear and mastoid". Note that events which were apparently before birth were omitted when constructing this data field.
131247	Source of report of H74 (other disorders of middle ear and mastoid)	Source of the first code mapped to 3-character ICD10 H74, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "other disorders of middle ear and mastoid".<p>See ~R593~ for details of how the first source was assigned.
131248	Date H75 first reported (other disorders of middle ear and mastoid in diseases classified elsewhere)	Date of the first occurrence of any code mapped to 3-character ICD10 H75. The code corresponds to "other disorders of middle ear and mastoid in diseases classified elsewhere". Note that events which were apparently before birth were omitted when constructing this data field.
131249	Source of report of H75 (other disorders of middle ear and mastoid in diseases classified elsewhere)	Source of the first code mapped to 3-character ICD10 H75, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "other disorders of middle ear and mastoid in diseases classified elsewhere".<p>See ~R593~ for details of how the first source was assigned.
131250	Date H80 first reported (otosclerosis)	Date of the first occurrence of any code mapped to 3-character ICD10 H80. The code corresponds to "otosclerosis". Note that events which were apparently before birth were omitted when constructing this data field.
131251	Source of report of H80 (otosclerosis)	Source of the first code mapped to 3-character ICD10 H80, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "otosclerosis".<p>See ~R593~ for details of how the first source was assigned.
131252	Date H81 first reported (disorders of vestibular function)	Date of the first occurrence of any code mapped to 3-character ICD10 H81. The code corresponds to "disorders of vestibular function". Note that events which were apparently before birth were omitted when constructing this data field.
131253	Source of report of H81 (disorders of vestibular function)	Source of the first code mapped to 3-character ICD10 H81, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "disorders of vestibular function".<p>See ~R593~ for details of how the first source was assigned.
131254	Date H82 first reported (vertiginous syndromes in diseases classified elsewhere)	Date of the first occurrence of any code mapped to 3-character ICD10 H82. The code corresponds to "vertiginous syndromes in diseases classified elsewhere". Note that events which were apparently before birth were omitted when constructing this data field.
131255	Source of report of H82 (vertiginous syndromes in diseases classified elsewhere)	Source of the first code mapped to 3-character ICD10 H82, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "vertiginous syndromes in diseases classified elsewhere".<p>See ~R593~ for details of how the first source was assigned.
131256	Date H83 first reported (other diseases of inner ear)	Date of the first occurrence of any code mapped to 3-character ICD10 H83. The code corresponds to "other diseases of inner ear". Note that events which were apparently before birth were omitted when constructing this data field.
131257	Source of report of H83 (other diseases of inner ear)	Source of the first code mapped to 3-character ICD10 H83, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "other diseases of inner ear".<p>See ~R593~ for details of how the first source was assigned.
131258	Date H90 first reported (conductive and sensorineural hearing loss)	Date of the first occurrence of any code mapped to 3-character ICD10 H90. The code corresponds to "conductive and sensorineural hearing loss". Note that events which were apparently before birth were omitted when constructing this data field.
131259	Source of report of H90 (conductive and sensorineural hearing loss)	Source of the first code mapped to 3-character ICD10 H90, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "conductive and sensorineural hearing loss".<p>See ~R593~ for details of how the first source was assigned.
131260	Date H91 first reported (other hearing loss)	Date of the first occurrence of any code mapped to 3-character ICD10 H91. The code corresponds to "other hearing loss". Note that events which were apparently before birth were omitted when constructing this data field.
131261	Source of report of H91 (other hearing loss)	Source of the first code mapped to 3-character ICD10 H91, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "other hearing loss".<p>See ~R593~ for details of how the first source was assigned.
131262	Date H92 first reported (otalgia and effusion of ear)	Date of the first occurrence of any code mapped to 3-character ICD10 H92. The code corresponds to "otalgia and effusion of ear". Note that events which were apparently before birth were omitted when constructing this data field.
131263	Source of report of H92 (otalgia and effusion of ear)	Source of the first code mapped to 3-character ICD10 H92, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "otalgia and effusion of ear".<p>See ~R593~ for details of how the first source was assigned.
131264	Date H93 first reported (other disorders of ear, not elsewhere classified)	Date of the first occurrence of any code mapped to 3-character ICD10 H93. The code corresponds to "other disorders of ear, not elsewhere classified". Note that events which were apparently before birth were omitted when constructing this data field.
131265	Source of report of H93 (other disorders of ear, not elsewhere classified)	Source of the first code mapped to 3-character ICD10 H93, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "other disorders of ear, not elsewhere classified".<p>See ~R593~ for details of how the first source was assigned.
131266	Date H94 first reported (other disorders of ear in diseases classified elsewhere)	Date of the first occurrence of any code mapped to 3-character ICD10 H94. The code corresponds to "other disorders of ear in diseases classified elsewhere". Note that events which were apparently before birth were omitted when constructing this data field.
131267	Source of report of H94 (other disorders of ear in diseases classified elsewhere)	Source of the first code mapped to 3-character ICD10 H94, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "other disorders of ear in diseases classified elsewhere".<p>See ~R593~ for details of how the first source was assigned.
131268	Date H95 first reported (postprocedural disorders of ear and mastoid process, not elsewhere classified)	Date of the first occurrence of any code mapped to 3-character ICD10 H95. The code corresponds to "postprocedural disorders of ear and mastoid process, not elsewhere classified". Note that events which were apparently before birth were omitted when constructing this data field.
131269	Source of report of H95 (postprocedural disorders of ear and mastoid process, not elsewhere classified)	Source of the first code mapped to 3-character ICD10 H95, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "postprocedural disorders of ear and mastoid process, not elsewhere classified".<p>See ~R593~ for details of how the first source was assigned.
131270	Date I00 first reported (rheumatic fever without mention of heart involvement)	Date of the first occurrence of any code mapped to 3-character ICD10 I00. The code corresponds to "rheumatic fever without mention of heart involvement". Note that events which were apparently before birth were omitted when constructing this data field.
131271	Source of report of I00 (rheumatic fever without mention of heart involvement)	Source of the first code mapped to 3-character ICD10 I00, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "rheumatic fever without mention of heart involvement".<p>See ~R593~ for details of how the first source was assigned.
131272	Date I01 first reported (rheumatic fever with heart involvement)	Date of the first occurrence of any code mapped to 3-character ICD10 I01. The code corresponds to "rheumatic fever with heart involvement". Note that events which were apparently before birth were omitted when constructing this data field.
131273	Source of report of I01 (rheumatic fever with heart involvement)	Source of the first code mapped to 3-character ICD10 I01, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "rheumatic fever with heart involvement".<p>See ~R593~ for details of how the first source was assigned.
131274	Date I02 first reported (rheumatic chorea)	Date of the first occurrence of any code mapped to 3-character ICD10 I02. The code corresponds to "rheumatic chorea". Note that events which were apparently before birth were omitted when constructing this data field.
131275	Source of report of I02 (rheumatic chorea)	Source of the first code mapped to 3-character ICD10 I02, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "rheumatic chorea".<p>See ~R593~ for details of how the first source was assigned.
131276	Date I05 first reported (rheumatic mitral valve diseases)	Date of the first occurrence of any code mapped to 3-character ICD10 I05. The code corresponds to "rheumatic mitral valve diseases". Note that events which were apparently before birth were omitted when constructing this data field.
131277	Source of report of I05 (rheumatic mitral valve diseases)	Source of the first code mapped to 3-character ICD10 I05, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "rheumatic mitral valve diseases".<p>See ~R593~ for details of how the first source was assigned.
131278	Date I06 first reported (rheumatic aortic valve diseases)	Date of the first occurrence of any code mapped to 3-character ICD10 I06. The code corresponds to "rheumatic aortic valve diseases". Note that events which were apparently before birth were omitted when constructing this data field.
131279	Source of report of I06 (rheumatic aortic valve diseases)	Source of the first code mapped to 3-character ICD10 I06, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "rheumatic aortic valve diseases".<p>See ~R593~ for details of how the first source was assigned.
131280	Date I07 first reported (rheumatic tricuspid valve diseases)	Date of the first occurrence of any code mapped to 3-character ICD10 I07. The code corresponds to "rheumatic tricuspid valve diseases". Note that events which were apparently before birth were omitted when constructing this data field.
131281	Source of report of I07 (rheumatic tricuspid valve diseases)	Source of the first code mapped to 3-character ICD10 I07, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "rheumatic tricuspid valve diseases".<p>See ~R593~ for details of how the first source was assigned.
131282	Date I08 first reported (multiple valve diseases)	Date of the first occurrence of any code mapped to 3-character ICD10 I08. The code corresponds to "multiple valve diseases". Note that events which were apparently before birth were omitted when constructing this data field.
131283	Source of report of I08 (multiple valve diseases)	Source of the first code mapped to 3-character ICD10 I08, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "multiple valve diseases".<p>See ~R593~ for details of how the first source was assigned.
131284	Date I09 first reported (other rheumatic heart diseases)	Date of the first occurrence of any code mapped to 3-character ICD10 I09. The code corresponds to "other rheumatic heart diseases". Note that events which were apparently before birth were omitted when constructing this data field.
131285	Source of report of I09 (other rheumatic heart diseases)	Source of the first code mapped to 3-character ICD10 I09, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "other rheumatic heart diseases".<p>See ~R593~ for details of how the first source was assigned.
131286	Date I10 first reported (essential (primary) hypertension)	Date of the first occurrence of any code mapped to 3-character ICD10 I10. The code corresponds to "essential (primary) hypertension". Note that events which were apparently before birth were omitted when constructing this data field.
131287	Source of report of I10 (essential (primary) hypertension)	Source of the first code mapped to 3-character ICD10 I10, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "essential (primary) hypertension".<p>See ~R593~ for details of how the first source was assigned.
131288	Date I11 first reported (hypertensive heart disease)	Date of the first occurrence of any code mapped to 3-character ICD10 I11. The code corresponds to "hypertensive heart disease". Note that events which were apparently before birth were omitted when constructing this data field.
131289	Source of report of I11 (hypertensive heart disease)	Source of the first code mapped to 3-character ICD10 I11, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "hypertensive heart disease".<p>See ~R593~ for details of how the first source was assigned.
131290	Date I12 first reported (hypertensive renal disease)	Date of the first occurrence of any code mapped to 3-character ICD10 I12. The code corresponds to "hypertensive renal disease". Note that events which were apparently before birth were omitted when constructing this data field.
131291	Source of report of I12 (hypertensive renal disease)	Source of the first code mapped to 3-character ICD10 I12, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "hypertensive renal disease".<p>See ~R593~ for details of how the first source was assigned.
131292	Date I13 first reported (hypertensive heart and renal disease)	Date of the first occurrence of any code mapped to 3-character ICD10 I13. The code corresponds to "hypertensive heart and renal disease". Note that events which were apparently before birth were omitted when constructing this data field.
131293	Source of report of I13 (hypertensive heart and renal disease)	Source of the first code mapped to 3-character ICD10 I13, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "hypertensive heart and renal disease".<p>See ~R593~ for details of how the first source was assigned.
131294	Date I15 first reported (secondary hypertension)	Date of the first occurrence of any code mapped to 3-character ICD10 I15. The code corresponds to "secondary hypertension". Note that events which were apparently before birth were omitted when constructing this data field.
131295	Source of report of I15 (secondary hypertension)	Source of the first code mapped to 3-character ICD10 I15, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "secondary hypertension".<p>See ~R593~ for details of how the first source was assigned.
131296	Date I20 first reported (angina pectoris)	Date of the first occurrence of any code mapped to 3-character ICD10 I20. The code corresponds to "angina pectoris". Note that events which were apparently before birth were omitted when constructing this data field.
131297	Source of report of I20 (angina pectoris)	Source of the first code mapped to 3-character ICD10 I20, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "angina pectoris".<p>See ~R593~ for details of how the first source was assigned.
131298	Date I21 first reported (acute myocardial infarction)	Date of the first occurrence of any code mapped to 3-character ICD10 I21. The code corresponds to "acute myocardial infarction". Note that events which were apparently before birth were omitted when constructing this data field.
131299	Source of report of I21 (acute myocardial infarction)	Source of the first code mapped to 3-character ICD10 I21, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "acute myocardial infarction".<p>See ~R593~ for details of how the first source was assigned.
131300	Date I22 first reported (subsequent myocardial infarction)	Date of the first occurrence of any code mapped to 3-character ICD10 I22. The code corresponds to "subsequent myocardial infarction". Note that events which were apparently before birth were omitted when constructing this data field.
131301	Source of report of I22 (subsequent myocardial infarction)	Source of the first code mapped to 3-character ICD10 I22, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "subsequent myocardial infarction".<p>See ~R593~ for details of how the first source was assigned.
131302	Date I23 first reported (certain current complications following acute myocardial infarction)	Date of the first occurrence of any code mapped to 3-character ICD10 I23. The code corresponds to "certain current complications following acute myocardial infarction". Note that events which were apparently before birth were omitted when constructing this data field.
131303	Source of report of I23 (certain current complications following acute myocardial infarction)	Source of the first code mapped to 3-character ICD10 I23, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "certain current complications following acute myocardial infarction".<p>See ~R593~ for details of how the first source was assigned.
131304	Date I24 first reported (other acute ischaemic heart diseases)	Date of the first occurrence of any code mapped to 3-character ICD10 I24. The code corresponds to "other acute ischaemic heart diseases". Note that events which were apparently before birth were omitted when constructing this data field.
131305	Source of report of I24 (other acute ischaemic heart diseases)	Source of the first code mapped to 3-character ICD10 I24, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "other acute ischaemic heart diseases".<p>See ~R593~ for details of how the first source was assigned.
131306	Date I25 first reported (chronic ischaemic heart disease)	Date of the first occurrence of any code mapped to 3-character ICD10 I25. The code corresponds to "chronic ischaemic heart disease". Note that events which were apparently before birth were omitted when constructing this data field.
131307	Source of report of I25 (chronic ischaemic heart disease)	Source of the first code mapped to 3-character ICD10 I25, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "chronic ischaemic heart disease".<p>See ~R593~ for details of how the first source was assigned.
131308	Date I26 first reported (pulmonary embolism)	Date of the first occurrence of any code mapped to 3-character ICD10 I26. The code corresponds to "pulmonary embolism". Note that events which were apparently before birth were omitted when constructing this data field.
131309	Source of report of I26 (pulmonary embolism)	Source of the first code mapped to 3-character ICD10 I26, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "pulmonary embolism".<p>See ~R593~ for details of how the first source was assigned.
131310	Date I27 first reported (other pulmonary heart diseases)	Date of the first occurrence of any code mapped to 3-character ICD10 I27. The code corresponds to "other pulmonary heart diseases". Note that events which were apparently before birth were omitted when constructing this data field.
131311	Source of report of I27 (other pulmonary heart diseases)	Source of the first code mapped to 3-character ICD10 I27, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "other pulmonary heart diseases".<p>See ~R593~ for details of how the first source was assigned.
131312	Date I28 first reported (other diseases of pulmonary vessels)	Date of the first occurrence of any code mapped to 3-character ICD10 I28. The code corresponds to "other diseases of pulmonary vessels". Note that events which were apparently before birth were omitted when constructing this data field.
131313	Source of report of I28 (other diseases of pulmonary vessels)	Source of the first code mapped to 3-character ICD10 I28, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "other diseases of pulmonary vessels".<p>See ~R593~ for details of how the first source was assigned.
131314	Date I30 first reported (acute pericarditis)	Date of the first occurrence of any code mapped to 3-character ICD10 I30. The code corresponds to "acute pericarditis". Note that events which were apparently before birth were omitted when constructing this data field.
131315	Source of report of I30 (acute pericarditis)	Source of the first code mapped to 3-character ICD10 I30, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "acute pericarditis".<p>See ~R593~ for details of how the first source was assigned.
131316	Date I31 first reported (other diseases of pericardium)	Date of the first occurrence of any code mapped to 3-character ICD10 I31. The code corresponds to "other diseases of pericardium". Note that events which were apparently before birth were omitted when constructing this data field.
131317	Source of report of I31 (other diseases of pericardium)	Source of the first code mapped to 3-character ICD10 I31, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "other diseases of pericardium".<p>See ~R593~ for details of how the first source was assigned.
131318	Date I32 first reported (pericarditis in diseases classified elsewhere)	Date of the first occurrence of any code mapped to 3-character ICD10 I32. The code corresponds to "pericarditis in diseases classified elsewhere". Note that events which were apparently before birth were omitted when constructing this data field.
131319	Source of report of I32 (pericarditis in diseases classified elsewhere)	Source of the first code mapped to 3-character ICD10 I32, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "pericarditis in diseases classified elsewhere".<p>See ~R593~ for details of how the first source was assigned.
131320	Date I33 first reported (acute and subacute endocarditis)	Date of the first occurrence of any code mapped to 3-character ICD10 I33. The code corresponds to "acute and subacute endocarditis". Note that events which were apparently before birth were omitted when constructing this data field.
131321	Source of report of I33 (acute and subacute endocarditis)	Source of the first code mapped to 3-character ICD10 I33, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "acute and subacute endocarditis".<p>See ~R593~ for details of how the first source was assigned.
131322	Date I34 first reported (nonrheumatic mitral valve disorders)	Date of the first occurrence of any code mapped to 3-character ICD10 I34. The code corresponds to "nonrheumatic mitral valve disorders". Note that events which were apparently before birth were omitted when constructing this data field.
131323	Source of report of I34 (nonrheumatic mitral valve disorders)	Source of the first code mapped to 3-character ICD10 I34, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "nonrheumatic mitral valve disorders".<p>See ~R593~ for details of how the first source was assigned.
131324	Date I35 first reported (nonrheumatic aortic valve disorders)	Date of the first occurrence of any code mapped to 3-character ICD10 I35. The code corresponds to "nonrheumatic aortic valve disorders". Note that events which were apparently before birth were omitted when constructing this data field.
131325	Source of report of I35 (nonrheumatic aortic valve disorders)	Source of the first code mapped to 3-character ICD10 I35, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "nonrheumatic aortic valve disorders".<p>See ~R593~ for details of how the first source was assigned.
131326	Date I36 first reported (nonrheumatic tricuspid valve disorders)	Date of the first occurrence of any code mapped to 3-character ICD10 I36. The code corresponds to "nonrheumatic tricuspid valve disorders". Note that events which were apparently before birth were omitted when constructing this data field.
131327	Source of report of I36 (nonrheumatic tricuspid valve disorders)	Source of the first code mapped to 3-character ICD10 I36, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "nonrheumatic tricuspid valve disorders".<p>See ~R593~ for details of how the first source was assigned.
131328	Date I37 first reported (pulmonary valve disorders)	Date of the first occurrence of any code mapped to 3-character ICD10 I37. The code corresponds to "pulmonary valve disorders". Note that events which were apparently before birth were omitted when constructing this data field.
131329	Source of report of I37 (pulmonary valve disorders)	Source of the first code mapped to 3-character ICD10 I37, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "pulmonary valve disorders".<p>See ~R593~ for details of how the first source was assigned.
131330	Date I38 first reported (endocarditis, valve unspecified)	Date of the first occurrence of any code mapped to 3-character ICD10 I38. The code corresponds to "endocarditis, valve unspecified". Note that events which were apparently before birth were omitted when constructing this data field.
131331	Source of report of I38 (endocarditis, valve unspecified)	Source of the first code mapped to 3-character ICD10 I38, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to "endocarditis, valve unspecified".<p>See ~R593~ for details of how the first source was assigned.
131332	Date I39 first reported (endocarditis and heart valve disorders in diseases classified elsewhere)	Date of the first occurrence of any code mapped to 3-character ICD10 I39. The code corresponds to "endocarditis and heart valve disorders in diseases classified elsewhere". Note that events which were apparently before birth were omitted when constructing this data field.
